Input Term,isAcronym,Extracted Term,isDescription,Description,Context
Null space Numerical models,False,,False,,
Null value,False,,False,,
Numerical simulation,False,,False,,
Numerical stability,False,,False,,
Numerical analysis,False,,False,,
Obesity,False,,False,,
Obituaries,False,,False,,
Object oriented databases,False,,False,,
Observability,False,,False,,
Object oriented methods,False,,False,,
Observatories,False,,False,,
Observers,False,,False,,
Object oriented modeling,False,,False,,
Object oriented programming,False,,False,,
Occipital Lobe,False,,False,,
Occupational health,False,,False,,
Object recognition,False,,False,,
Occupational safety,False,,False,,
Ocean waves,False,,False,,
Oceanic engineering and marine,False,,False,,
technology,False,,False,,
Occupational stress,False,,False,,
Oceanographic techniques,False,,False,,
Ocean circulation Oceanography,False,,False,,
Office automation,False,,False,,
Octrees,False,,False,,
OFDM,True,OFDM,False,,
Offshore installations,False,,False,,
Oil filled cables,False,,False,,
Oil insulation,False,,False,,
Olfactory,False,,False,,
Olfactory bulb,False,,False,,
Oil pollution,False,,False,,
Oligopoly,False,,False,,
Omnidirectional antennas,False,,False,,
Oil refineries,False,,False,,
On board unit,False,,False,,
Ontologies,False,,False,,
Oncological surgery,False,,False,,
Oncology,False,,False,,
Online banking,False,,False,,
Open Access,False,,False,,
Open Geospatial Consortium,False,,False,,
Operating systems,False,,False,,
Open loop systems,False,,False,,
Open source hardware,False,,False,,
Open source software,False,,False,,
Open systems,False,,False,,
Operational amplifiers,False,,False,,
Opportunistic software systems,False,,False,,
development,False,,False,,
Optical burst switching,False,,False,,
Optical character recognition software,False,,False,,
Optical add-drop multiplexers,False,,False,,
Optical cloaking,False,,False,,
Optical amplifiers,False,,False,,
Optical coherence tomography,False,,False,,
Optical arrays Optical collimators,False,,False,,
Optical attenuators,False,,False,,
Optical communication equipment,False,,False,,
Optical beam splitting,False,,False,,
Optical crosstalk,False,,False,,
Optical diffraction,False,,False,,
Optical design,False,,False,,
Optical distortion,False,,False,,
Optical design techniques,False,,False,,
Optical detectors,False,,False,,
Optical engineering,False,,False,,
Optical device fabrication Optical feedback,False,,False,,
Optical fiber amplifiers,False,,False,,
Optical devices,False,,False,,
Optical fiber applications,False,,False,,
Optical fiber dispersion,False,,False,,
Optical fiber communication Optical fiber filters,False,,False,,
Optical fiber LAN,True,LAN,False,,
Optical fiber losses,False,,False,,
Optical fiber networks,False,,False,,
Optical fiber sensors,False,,False,,
Optical fiber subscriber loops,False,,False,,
Optical fiber testing,False,,False,,
Optical fiber theory,False,,False,,
Optical fibers,False,,False,,
Optical interconnections,False,,False,,
Optical interferometry,False,,False,,
Optical films,False,,False,,
Optical filters,False,,False,,
Optical flow,False,,False,,
Optical losses,False,,False,,
Optical frequency conversion,False,,False,,
Optical materials,False,,False,,
Optical harmonic generation,False,,False,,
Optical packet switching,False,,False,,
Optical planar waveguides,False,,False,,
Optical metamaterials,False,,False,,
Optical polarization,False,,False,,
Optical metrology,False,,False,,
Optical microscopy,False,,False,,
Optical polymers,False,,False,,
Optical mixing,False,,False,,
Optical projectors,False,,False,,
Optical modulation,False,,False,,
Optical propagation,False,,False,,
Optical pulses Optical ring resonators,False,,False,,
Optical pumping,False,,False,,
Optical saturation,False,,False,,
Optical scan voting systems,False,,False,,
Optical receivers,False,,False,,
Optical recording Optical scattering,False,,False,,
Optical reflection,False,,False,,
Optical sensors,False,,False,,
Optical refraction,False,,False,,
Optical signal detection,False,,False,,
Optical signal processing,False,,False,,
Optical solitons,False,,False,,
Optical resonators,False,,False,,
Optical waveguide components,False,,False,,
Optical waveguide theory,False,,False,,
Optical waveguides,False,,False,,
Optical transmitters,False,,False,,
Optical tuning,False,,False,,
Optical wavelength conversion,False,,False,,
Optical variables control,False,,False,,
Optical variables measurement,False,,False,,
Optimization,False,,False,,
Optimization methods,False,,False,,
Optimized production technology,False,,False,,
Orbital calculations,False,,False,,
Optimizing compilers Orbital robotics,False,,False,,
Orbits,False,,False,,
Optoelectronic and photonic sensors Orbits (stellar),False,,False,,
Optoelectronic devices,False,,False,,
Ordinary magnetoresistance,False,,False,,
Ores,False,,False,,
Organic inorganic hybrid materials,False,,False,,
Organisms,False,,False,,
Organic light emitting diodes,False,,False,,
Organizational aspects,False,,False,,
Orthopedic surgery,False,,False,,
Orthotics,False,,False,,
Organizations,False,,False,,
Oscillators,False,,False,,
Orifices,False,,False,,
Oscilloscopes,False,,False,,
Osmosis,False,,False,,
Osteoarthritis,False,,False,,
OWL,True,OWL,False,,
Osteoporosis,False,,False,,
Oxidation,False,,False,,
Out of order Oxygen,False,,False,,
Ozonation,False,,False,,
Output feedback,False,,False,,
Outsourcing,False,,False,,
Ovens,False,,False,,
Packet radio networks,False,,False,,
Packet switching,False,,False,,
Pacemakers,False,,False,,
Packaging,False,,False,,
Page description languages,False,,False,,
Paging systems,False,,False,,
Pain,False,,False,,
Paper making,False,,False,,
Pairwise error probability,False,,False,,
Palladium,False,,False,,
Paper making machines,False,,False,,
Pallets,False,,False,,
Paper mills,False,,False,,
Paper technology,False,,False,,
Parallel programming,False,,False,,
Parallel algorithms,False,,False,,
Parallel robots,False,,False,,
Parallel architectures,False,,False,,
Paramagnetic materials,False,,False,,
Paramagnetic resonance,False,,False,,
Parallel languages,False,,False,,
Parameter estimation,False,,False,,
Parameter extraction,False,,False,,
Parietal lobe,False,,False,,
Parity check codes,False,,False,,
Parametric statistics,False,,False,,
Parametric study,False,,False,,
Parkinson's disease,False,,False,,
Parasitic capacitance,False,,False,,
Parasitic diseases,False,,False,,
Partial differential equations,False,,False,,
Parasympathetic nervous system,False,,False,,
Pareto analysis,False,,False,,
Partial response signaling,False,,False,,
Particle beams,False,,False,,
Partial transmit sequences,False,,False,,
Particle accelerators,False,,False,,
Particle charging,False,,False,,
Particle collisions,False,,False,,
Particle beam handling,False,,False,,
Particle filters,False,,False,,
Particle beam injection,False,,False,,
Passivation,False,,False,,
Particle scattering,False,,False,,
Passive circuits,False,,False,,
Passive filters,False,,False,,
Particle separators,False,,False,,
Passive microwave remote sensing,False,,False,,
Passive networks,False,,False,,
Particle swarm optimization,False,,False,,
Passive optical networks,False,,False,,
Passive radar,True,radar,False,,
Particle tracking,False,,False,,
Passive RFID tags,True,RFID,False,,
Pattern classification,False,,False,,
Path planning,False,,False,,
Pathogens,False,,False,,
Pattern clustering,False,,False,,
Pathological processes,False,,False,,
Pattern formation,False,,False,,
Pathology,False,,False,,
Pattern matching,False,,False,,
Patient monitoring,False,,False,,
Peace technology,False,,False,,
Payloads,False,,False,,
Peak to average power ratio,False,,False,,
Penetration testing,False,,False,,
Pensions,False,,False,,
Pentacene,False,,False,,
Peptides,False,,False,,
Peer-to-peer computing,False,,False,,
Perfectly matched layers,False,,False,,
Performance analysis,False,,False,,
Permanent magnets,False,,False,,
Perineum,False,,False,,
Periodic structures,False,,False,,
Permeability,False,,False,,
Peripheral nervous system,False,,False,,
Permanent magnet generators,False,,False,,
Permanent magnet machines Permeability measurement,False,,False,,
Permittivity measurement,False,,False,,
Perpendicular magnetic anisotropy Personal digital assistants,False,,False,,
Perpendicular magnetic recording,False,,False,,
Personnel,False,,False,,
Persistent currents,False,,False,,
Persistent identifiers,False,,False,,
Personal area networks,False,,False,,
Persuasive systems,False,,False,,
Perturbation methods,False,,False,,
Petroleum industry,False,,False,,
Pest control,False,,False,,
Petascale computing,False,,False,,
Petri nets,False,,False,,
pH measurement,False,,False,,
Petrochemicals,False,,False,,
Phantoms,False,,False,,
Phase distortion,False,,False,,
Phase estimation,False,,False,,
Pharynx Phase frequency detector,False,,False,,
Phase change materials,False,,False,,
Phase locked loops,False,,False,,
Phase change memory,False,,False,,
Phase measurement,False,,False,,
Phase change random access memory,False,,False,,
Phase shift keying,False,,False,,
Phased arrays,False,,False,,
Phasor measurement units,False,,False,,
Phase shifters,False,,False,,
PHEMTs,True,PHEMTs,False,,
Phase shifting interferometry,False,,False,,
Philosophical considerations,False,,False,,
Phase transformers,False,,False,,
Phishing,False,,False,,
Phonetics,False,,False,,
Photoconducting devices,False,,False,,
Phonons,False,,False,,
Photoconducting materials,False,,False,,
Phosphorescence,False,,False,,
Phosphors,False,,False,,
Photoconductivity,False,,False,,
Phosphorus,False,,False,,
Photoacoustic effects,False,,False,,
Photoacoustic imaging,False,,False,,
Photobleaching,False,,False,,
Photodiodes,False,,False,,
Photoluminescence,False,,False,,
Photoelasticity,False,,False,,
Photoelectricity,False,,False,,
Photometry,False,,False,,
Photoelectron microscopy,False,,False,,
Photomicrography,False,,False,,
Photonic band gap,False,,False,,
Photonic integrated circuits,False,,False,,
Photonic bandgap fibers,False,,False,,
Photonic crystal fibers,False,,False,,
Photonics,False,,False,,
Photorefractive effect,False,,False,,
Photovoltaic systems,False,,False,,
Photorefractive materials,False,,False,,
Photothermal effects,False,,False,,
Phylogeny,False,,False,,
Photothyristors,False,,False,,
Phototransistors Physical design,False,,False,,
Physical theory of diffraction,False,,False,,
Physics,False,,False,,
Pickling,False,,False,,
Picohydro power,False,,False,,
Picture archiving and communication,False,,False,,
Physics computing systems,False,,False,,
Physics education,False,,False,,
Piecewise linear techniques,False,,False,,
Piezoelectric polarization,False,,False,,
Piezoelectric transducers,False,,False,,
Piezoelectricity,False,,False,,
Piezoelectric actuators,False,,False,,
Piezoelectric devices,False,,False,,
Piezooptic effects,False,,False,,
Piezoelectric effect,False,,False,,
Pistons,False,,False,,
Pigmentation,False,,False,,
Pigments,False,,False,,
Pitch control (audio),False,,False,,
Pitch control (position),False,,False,,
PIN photodiodes,True,PIN,False,,
Pituitary gland,False,,False,,
Pixel,False,,False,,
Pins,False,,False,,
Plagiarism,False,,False,,
Pipeline processing,False,,False,,
Planar transmission lines Planetary volcanoes,False,,False,,
Planets,False,,False,,
Planar waveguides,False,,False,,
Planarization,False,,False,,
Planing,False,,False,,
Planning,False,,False,,
Plasma materials processing,False,,False,,
Plasma measurements,False,,False,,
Plasma chemistry,False,,False,,
Plasma properties,False,,False,,
Plasma confinement,False,,False,,
Plasma density,False,,False,,
Plasma devices,False,,False,,
Plasma sheaths,False,,False,,
Plasma simulation,False,,False,,
Plasma diagnostics,False,,False,,
Plasma sources,False,,False,,
Plasma displays,False,,False,,
Plasma stability,False,,False,,
Plasma x-ray sources,False,,False,,
Plastic films,False,,False,,
Plasma-assisted combustion,False,,False,,
Plasmas,False,,False,,
Plastic insulation,False,,False,,
Plastic insulators,False,,False,,
Plastic integrated circuit packaging,False,,False,,
Plastic optical fiber,False,,False,,
Plastic packaging,False,,False,,
Plug-in hybrid electric vehicles,False,,False,,
Plastics,False,,False,,
Plugs,False,,False,,
Pluto,False,,False,,
Plastics industry,False,,False,,
Plutonium,False,,False,,
Platform as a service,False,,False,,
Platform virtualization,False,,False,,
Plating,False,,False,,
Polarization,False,,False,,
Poincare invariance Polarization mode dispersion,False,,False,,
Point of care,False,,False,,
Polarization shift keying,False,,False,,
Point-to-multipoint communications,False,,False,,
Poles and towers,False,,False,,
Poisson equations,False,,False,,
Polishing machines,False,,False,,
Polycaprolactone,False,,False,,
Polyethylene,False,,False,,
Pollution,False,,False,,
Polyimides,False,,False,,
Polymer films,False,,False,,
Polymer foams,False,,False,,
Polymer gels,False,,False,,
Pollution control,False,,False,,
Polymers,False,,False,,
Porcelain Pose estimation,False,,False,,
Position control,False,,False,,
Porous silicon,False,,False,,
Portable computers,False,,False,,
Portable document format,False,,False,,
Position measurement,False,,False,,
Portable media players,False,,False,,
Position sensitive particle detectors,False,,False,,
Potential well,False,,False,,
Positrons,False,,False,,
Possibility theory,False,,False,,
Potentiometers,False,,False,,
Powders,False,,False,,
Power amplifiers,False,,False,,
Postal services,False,,False,,
Power and energy standards,False,,False,,
Power cable insulation,False,,False,,
Posthuman,False,,False,,
Power combiners,False,,False,,
Power demand,False,,False,,
Power conditioning,False,,False,,
Power dissipation,False,,False,,
Power control,False,,False,,
Power distribution,False,,False,,
Power conversion,False,,False,,
Power engineering computing,False,,False,,
Power electronics,False,,False,,
Power engineering education,False,,False,,
Power factor correction,False,,False,,
Power filters,False,,False,,
Power engineering,False,,False,,
Power harmonic filters,False,,False,,
Power industry,False,,False,,
Power integrated circuits,False,,False,,
Power generation control,False,,False,,
Power lasers,False,,False,,
Power generation dispatch,False,,False,,
Power generation economics,False,,False,,
Power line communications,False,,False,,
Power smoothing,False,,False,,
Power measurement,False,,False,,
Power MOSFET,True,MOSFET,False,,
Power steering,False,,False,,
Power overhead lines,False,,False,,
Power supplies,False,,False,,
Power quality,False,,False,,
Power system management,False,,False,,
Power system analysis computing,False,,False,,
Power system measurements,False,,False,,
Power system control,False,,False,,
Power system modeling,False,,False,,
Power system planning,False,,False,,
Power system dynamics,False,,False,,
Power system economics Power system protection,False,,False,,
Power system faults,False,,False,,
Power system restoration,False,,False,,
Power system security,False,,False,,
Power system simulation,False,,False,,
Power system stability,False,,False,,
Power system transients,False,,False,,
Power systems,False,,False,,
Power transmission,False,,False,,
Pragmatics,False,,False,,
Praseodymium,False,,False,,
Pre-college engineering,False,,False,,
Preamplifiers,False,,False,,
Precision engineering,False,,False,,
Power transmission lines,False,,False,,
Precoding,False,,False,,
Predistortion,False,,False,,
Prediction algorithms,False,,False,,
Prediction methods Prefabricated construction,False,,False,,
Prefetching,False,,False,,
Preforms,False,,False,,
Pregnancy,False,,False,,
Prediction theory,False,,False,,
Pregnancy test,False,,False,,
Predictive coding,False,,False,,
Presence network agents,False,,False,,
Predictive control,False,,False,,
Pressure gauges,False,,False,,
Pressure measurement Printed circuits,False,,False,,
Pressure sensors,False,,False,,
Printers,False,,False,,
Pressure vessels,False,,False,,
Printing,False,,False,,
Preventive maintenance,False,,False,,
Privacy,False,,False,,
Privacy-invasive software,False,,False,,
Probability computing,False,,False,,
Probability density function,False,,False,,
Probability distribution,False,,False,,
Privatization,False,,False,,
Procurement,False,,False,,
Product codes,False,,False,,
Process design,False,,False,,
Product customization,False,,False,,
Process modeling,False,,False,,
Product design,False,,False,,
Process planning,False,,False,,
Product liability,False,,False,,
Product life cycle management Production control,False,,False,,
Product safety,False,,False,,
Product safety engineering,False,,False,,
Production engineering,False,,False,,
Production facilities,False,,False,,
Production planning,False,,False,,
Production systems,False,,False,,
Production management,False,,False,,
Progenitor cells,False,,False,,
Professional aspects,False,,False,,
Professional communication Prognostics and health management,False,,False,,
Program management,False,,False,,
Program processors,False,,False,,
Programmable control,False,,False,,
Programmable logic arrays,False,,False,,
Programmable logic devices,False,,False,,
Programming environments,False,,False,,
Programming profession,False,,False,,
Programming,False,,False,,
Project engineering,False,,False,,
Projectiles,False,,False,,
Propagation constant,False,,False,,
Projection algorithms,False,,False,,
Projective geometry Propagation delay,False,,False,,
Propagation losses,False,,False,,
PROM,True,PROM,False,,
Propellants,False,,False,,
Propellers,False,,False,,
Promethium,False,,False,,
Promotion - marketing,False,,False,,
Proof of work,False,,False,,
Proposals,False,,False,,
Propulsion Protactinium,False,,False,,
Protection,False,,False,,
Protective relaying,False,,False,,
Proton accelerators,False,,False,,
Protein engineering,False,,False,,
Protein sequence,False,,False,,
Proteins,False,,False,,
Proteomics Proton effects,False,,False,,
Protocols,False,,False,,
Protons PSNR,True,PSNR,False,,
Prototypes,False,,False,,
Psychiatry,False,,False,,
Proximity effects Psychoacoustic models,False,,False,,
Psychoacoustics,False,,False,,
Psychology,False,,False,,
PSCAD,True,PSCAD,False,,
Public relations,False,,False,,
Public finance,False,,False,,
Public speaking,False,,False,,
Public healthcare,False,,False,,
Public transportation,False,,False,,
Public infrastructure,False,,False,,
Publish subscribe systems,False,,False,,
Public key,False,,False,,
Pulse compression methods,False,,False,,
Pulse generation,False,,False,,
Pulleys,False,,False,,
Pulse inverters,False,,False,,
Pulp and paper industry Pulse measurements,False,,False,,
Pulse modulation,False,,False,,
Pulse oximetry,False,,False,,
Pulp manufacturing,False,,False,,
Pulse width modulation,False,,False,,
Pulsed electroacoustic methods,False,,False,,
Pulsed laser deposition,False,,False,,
Pulsed power supplies,False,,False,,
Pulse width modulation converters,False,,False,,
Pulsed power systems,False,,False,,
Python,False,,False,,
Punching,False,,False,,
Q measurement,False,,False,,
Purification,False,,False,,
Q-factor,False,,False,,
Pursuit algorithms,False,,False,,
Quadratic programming,False,,False,,
Quadrature amplitude modulation,False,,False,,
Quadrature phase shift keying,False,,False,,
Qualifications Quality function deployment,False,,False,,
Quality assessment,False,,False,,
Quality assurance Quality management,False,,False,,
Quality of service Quantum cellular automata,False,,False,,
Quantum communication,False,,False,,
Quantum computing,False,,False,,
Quantization (signal) Quantum cryptography,False,,False,,
Quantum dot lasers,False,,False,,
Quantum wells,False,,False,,
Quantum well devices,False,,False,,
Rabbits,False,,False,,
Quaternions,False,,False,,
Qubit,False,,False,,
Radar,False,,False,,
Query processing,False,,False,,
Radar clutter Radar interferometry,False,,False,,
Radar countermeasures,False,,False,,
Radar measurements,False,,False,,
Radar polarimetry,False,,False,,
Radar remote sensing,False,,False,,
Radar cross-sections,False,,False,,
Radar scattering,False,,False,,
Radiation detector circuits,False,,False,,
Radiation detectors,False,,False,,
Radiation hardening (electronics),False,,False,,
Radiation imaging,False,,False,,
Radio access technologies,False,,False,,
Radio astronomy,False,,False,,
Radiation protection,False,,False,,
Radio broadcasting,False,,False,,
Radio communication,False,,False,,
Radiation safety,False,,False,,
Radiative recombination,False,,False,,
Radio communication countermeasures,False,,False,,
Radio interferometry,False,,False,,
Radio link,False,,False,,
Radio communication equipment,False,,False,,
Radio navigation,False,,False,,
Radio spectrum management,False,,False,,
Radioactive pollution,False,,False,,
Radio transceivers,False,,False,,
Radio transmitters,False,,False,,
Radioactive waste,False,,False,,
Radioactive decay,False,,False,,
Radiofrequency identification,False,,False,,
Radiographic image enhancement,False,,False,,
Radiography,False,,False,,
Radiofrequency integrated circuits,False,,False,,
Radioisotope thermoelectric generators,False,,False,,
Radiofrequency interference,False,,False,,
Radiology,False,,False,,
Radiotracer Rail to rail outputs,False,,False,,
Radiowave propagation,False,,False,,
Rail transportation,False,,False,,
Radium,False,,False,,
Radomes,False,,False,,
Radon,False,,False,,
Rail to rail amplifiers,False,,False,,
Railguns,False,,False,,
Raman scattering,False,,False,,
Railway communication,False,,False,,
Railway electrification,False,,False,,
Railway engineering,False,,False,,
Railway safety,False,,False,,
Random access memory,False,,False,,
Rain,False,,False,,
Rain fading Random media,False,,False,,
RAKE receivers,True,RAKE,False,,
Rate distortion theory,False,,False,,
Random sequences,False,,False,,
Random variables,False,,False,,
Rate-distortion,False,,False,,
Ranking (statistics),False,,False,,
Rats,False,,False,,
Ransomware,False,,False,,
Raw materials,False,,False,,
Rapid prototyping,False,,False,,
Ray tracing,False,,False,,
Readout electronics,False,,False,,
Reachability analysis,False,,False,,
Reactive power,False,,False,,
Reactive power control,False,,False,,
Reactor instrumentation,False,,False,,
Real-time systems,False,,False,,
Reconfigurable devices,False,,False,,
Reasoning about programs Reconfigurable logic,False,,False,,
Reconnaissance,False,,False,,
Rebreathing equipment,False,,False,,
Received signal strength indicator,False,,False,,
Reconstruction algorithms,False,,False,,
Receivers,False,,False,,
Recording,False,,False,,
Rectennas,False,,False,,
Rectifiers,False,,False,,
Redundancy,False,,False,,
Rectifying circuits,False,,False,,
Recurrent neural networks,False,,False,,
Reed-Solomon codes,False,,False,,
Recursive estimation,False,,False,,
Refining,False,,False,,
Recycling,False,,False,,
Refrigerants,False,,False,,
Reflective binary codes,False,,False,,
Refrigeration,False,,False,,
Reflectivity,False,,False,,
Refrigerators,False,,False,,
Reflectometry,False,,False,,
Regeneration engineering,False,,False,,
Regional area networks,False,,False,,
Reflector antennas,False,,False,,
Reflow soldering,False,,False,,
Registers,False,,False,,
Refractive index,False,,False,,
Regulators,False,,False,,
Release engineering,False,,False,,
Rehabilitation robotics,False,,False,,
Reinforcement learning,False,,False,,
Relational databases,False,,False,,
Reliability,False,,False,,
Relativistic effects,False,,False,,
Relativistic quantum mechanics,False,,False,,
Relaxation methods,False,,False,,
Reliability engineering,False,,False,,
Remote laboratories,False,,False,,
Remote monitoring,False,,False,,
Reliability theory,False,,False,,
Reluctance generators,False,,False,,
Remote sensing,False,,False,,
Reluctance machines,False,,False,,
Reluctance motors,False,,False,,
Remaining life assessment,False,,False,,
Remanence,False,,False,,
Remuneration,False,,False,,
Representational state transfer,False,,False,,
Reproducibility of results,False,,False,,
Rendering (computer graphics),False,,False,,
Requirements engineering,False,,False,,
Renewable energy sources,False,,False,,
Research and development,False,,False,,
Resins,False,,False,,
Research and development management Resistance,False,,False,,
Resistance heating,False,,False,,
Research initiatives,False,,False,,
Reservoirs,False,,False,,
Resistive RAM,True,RAM,False,,
Resists,False,,False,,
Resonance,False,,False,,
Resonant tunneling devices,False,,False,,
Resonance light scattering,False,,False,,
Resonator filters,False,,False,,
Resumes,False,,False,,
Resource management,False,,False,,
Retardants,False,,False,,
Retina,False,,False,,
Retinal vessels,False,,False,,
Retinopathy,False,,False,,
Retirement,False,,False,,
Reverberation,False,,False,,
Reverberation chambers,False,,False,,
Rhythm,False,,False,,
Reviews,False,,False,,
Ribs,False,,False,,
Riccati equations,False,,False,,
Rician channels,False,,False,,
RF signals,True,RF,False,,
Ring generators,False,,False,,
Ring lasers,False,,False,,
RFID tags,True,RFID,False,,
Ring oscillators,False,,False,,
Rhenium,False,,False,,
Road safety,False,,False,,
Risk management,False,,False,,
Road side unit,False,,False,,
Road transportation,False,,False,,
Rivers,False,,False,,
Road vehicles,False,,False,,
RLC circuits,True,RLC,False,,
Robot control Robot vision systems,False,,False,,
Robot kinematics,False,,False,,
Robot learning,False,,False,,
Robotic assembly,False,,False,,
Robot localization,False,,False,,
Robot motion,False,,False,,
Robot programming,False,,False,,
Robotics and automation,False,,False,,
Robot sensing systems,False,,False,,
Rockets,False,,False,,
Rocks,False,,False,,
Rodents,False,,False,,
Roentgenium,False,,False,,
Role transfer,False,,False,,
Rolling bearings,False,,False,,
Rollover,False,,False,,
Robust control,False,,False,,
Rough sets,False,,False,,
Rough surfaces,False,,False,,
Rootkit Round robin,False,,False,,
Roundoff errors,False,,False,,
Rotating machines,False,,False,,
Routing,False,,False,,
Routing protocols,False,,False,,
Rotation measurement,False,,False,,
Rubber,False,,False,,
Rubber industry Safety,False,,False,,
Rubber products,False,,False,,
Rubidium,False,,False,,
Runtime,False,,False,,
Runtime environment,False,,False,,
Runtime library,False,,False,,
Safety management,False,,False,,
Sandwich structures,False,,False,,
Sagnac interferometers,False,,False,,
Sanitary engineering,False,,False,,
Saliency detection,False,,False,,
Salinity (geophysical),False,,False,,
Salivary glands,False,,False,,
Samarium,False,,False,,
Samarium alloys,False,,False,,
Satellite antennas,False,,False,,
Sampled data circuits,False,,False,,
Satellite communication,False,,False,,
Saturation magnetization,False,,False,,
Saturn,False,,False,,
SAW filters,True,SAW,False,,
Sawing,False,,False,,
Satellite constellations,False,,False,,
Sawing machines,False,,False,,
Satellite ground stations,False,,False,,
SCADA systems,True,SCADA,False,,
Satellite navigation systems,False,,False,,
Scheduling,False,,False,,
Scanning microwave microscopy,False,,False,,
Scanning probe data storage,False,,False,,
Scanning probe microscopy,False,,False,,
Scanning thermal microscopy Scheduling algorithms,False,,False,,
Scattering,False,,False,,
Scholarships,False,,False,,
Schottky barriers,False,,False,,
Scattering parameters,False,,False,,
Schottky gate field effect transistors,False,,False,,
Scintillators,False,,False,,
Schrodinger equation,False,,False,,
Science - general,False,,False,,
Scrum (Software development),False,,False,,
Sea floor,False,,False,,
Sea floor roughness,False,,False,,
Sea ice,False,,False,,
Sealing materials,False,,False,,
Sea level,False,,False,,
Seals,False,,False,,
Sea measurements,False,,False,,
Seaports,False,,False,,
Search engines,False,,False,,
Sea state,False,,False,,
Search methods,False,,False,,
Sebaceous glands,False,,False,,
Second Life,False,,False,,
Security management,False,,False,,
Secondary generated hot electron,False,,False,,
injection,False,,False,,
Sediments,False,,False,,
Seismic measurements,False,,False,,
Secure storage,False,,False,,
Seismology,False,,False,,
Self-organizing feature maps,False,,False,,
Selenium,False,,False,,
Self-organizing networks,False,,False,,
Self-replicating machines,False,,False,,
Semantic search,False,,False,,
Semiconductivity,False,,False,,
Semantic technology,False,,False,,
Semantic Web Semiconductor counters,False,,False,,
Semiconductor detectors,False,,False,,
Semiconductor device breakdown,False,,False,,
Semiconductor device packaging,False,,False,,
Semiconductor device reliability,False,,False,,
Semiconductor device testing,False,,False,,
Semiconductor devices,False,,False,,
Semiconductor device measurement,False,,False,,
Semiconductor device modeling,False,,False,,
Semiconductor epitaxial layers,False,,False,,
Semiconductor films,False,,False,,
Semiconductor growth,False,,False,,
Semiconductor impurities,False,,False,,
Semiconductor diodes,False,,False,,
Semiconductor materials,False,,False,,
Semiconductor memory,False,,False,,
Semiconductor nanostructures,False,,False,,
Semiconductor nanotubes,False,,False,,
Semiconductor optical amplifiers,False,,False,,
Semiconductor process modeling,False,,False,,
Semiconductor waveguides,False,,False,,
Semiconductor-insulator interfaces Semisupervised learning,False,,False,,
Senior citizens,False,,False,,
Semiconductor-metal interfaces,False,,False,,
Sense organs,False,,False,,
Seminars,False,,False,,
Sensitivity,False,,False,,
Sensor fusion,False,,False,,
Sensor phenomena and characterization,False,,False,,
Sensor systems,False,,False,,
Sensor systems and applications,False,,False,,
Sensory aids,False,,False,,
Sensorless control,False,,False,,
Service computing,False,,False,,
Sequences,False,,False,,
Service robots,False,,False,,
Sequential analysis,False,,False,,
Service-oriented architecture,False,,False,,
Sequential circuits,False,,False,,
Sequential diagnosis,False,,False,,
Service-oriented systems engineering,False,,False,,
Shadow mapping,False,,False,,
Servomotors,False,,False,,
Shafts,False,,False,,
Servosystems,False,,False,,
Shape,False,,False,,
Set theory,False,,False,,
Shape control,False,,False,,
Shape measurement,False,,False,,
Sharing economy,False,,False,,
Shearing Shock waves,False,,False,,
Sheet materials,False,,False,,
Sheet metal processing,False,,False,,
Short-circuit currents,False,,False,,
Shortest path problem,False,,False,,
Shift registers,False,,False,,
Shoulder,False,,False,,
Shipbuilding industry Shunts (electrical),False,,False,,
Signal denoising,False,,False,,
Signal design,False,,False,,
Sigma-delta modulation,False,,False,,
Signal detection,False,,False,,
Sign language,False,,False,,
Signal analysis,False,,False,,
Signal processing,False,,False,,
Signal representation,False,,False,,
Signal resolution,False,,False,,
Signal restoration,False,,False,,
Silicidation,False,,False,,
Signal sampling,False,,False,,
Silicides,False,,False,,
Silicon,False,,False,,
Signal synthesis,False,,False,,
Silicon alloys,False,,False,,
Silicon carbide Silicon nitride,False,,False,,
Silicon compiler,False,,False,,
Silicon compounds Silicon on sapphire,False,,False,,
Silicon photonics,False,,False,,
Silicon radiation detectors,False,,False,,
Silicon-on-insulator,False,,False,,
Silicon devices,False,,False,,
Silver,False,,False,,
Simultaneous localization and mapping,False,,False,,
SIMO communication,True,SIMO,False,,
Single electron devices,False,,False,,
Simple object access protocol,False,,False,,
Single electron memory,False,,False,,
Simulated annealing,False,,False,,
Single event upsets,False,,False,,
Size control,False,,False,,
Size measurement,False,,False,,
Single machine scheduling,False,,False,,
Single photon emission computed,False,,False,,
tomography,False,,False,,
Skeleton,False,,False,,
Skin,False,,False,,
Singular value decomposition,False,,False,,
Skin cancer,False,,False,,
Skin effect,False,,False,,
Slabs,False,,False,,
Slag,False,,False,,
Slow light,False,,False,,
Sludge treatment,False,,False,,
Sleep,False,,False,,
Sleep apnea Slurries,False,,False,,
Small business technology transfer,False,,False,,
Small satellites,False,,False,,
Sliding mode control,False,,False,,
Smart cameras,False,,False,,
Smart cards,False,,False,,
Smart healthcare,False,,False,,
Smart cities,False,,False,,
Smart homes,False,,False,,
Smart contracts Smart manufacturing,False,,False,,
Smart devices,False,,False,,
Smart materials,False,,False,,
Smart phones,False,,False,,
Smoke detectors,False,,False,,
Smart pixels,False,,False,,
Smoothing methods,False,,False,,
SMOS mission,True,SMOS,False,,
