Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
surveys,,False,,False,,
survival,,False,,False,,
survival equipment,,False,,False,,
suspending (hanging),,False,,False,,
suspending (mixing),,False,,False,,
suspension systems (vehicles),,False,,False,,
~ suspensions,"A two-phase system consisting of a finely divided solid dispersed in a solid, liquid, or gas.",False,,False,,
Susquehanna River Basin (MD-NY-PA),,False,,False,,
sustainer rocket engines,Rocket engines that maintain the velocity of the rocket once it has achieved its programmed velocity by use of boosters or other engines.,False,,False,,
~ sustaining,,False,,False,,
swaging,,False,,False,,
swallowing,,False,,False,,
Swan bands,,False,,False,,
swarming,,False,,False,,
SWATH (ship),Small waterplane area twin hull concept extension of hydrofoils for improving seaworthiness and speed. Used for Small Waterplane Area Twin Hull.,True,SWATH,False,,
swath width,The width of the area covered by an imaging sensor determined by the geometry of the instrument.,False,,False,,
Swaziland,,False,,False,,
sweat,,False,,False,,
sweat cooling,A process by which a body having a porous surface is cooled by forced flow of coolant through the surface from the interior. Used for transpiration cooling.,False,,False,,
Sweden,,False,,False,,
Swedish space program,,False,,False,,
sweep angle,,False,,False,,
sweep circuits,,False,,False,,
sweep effect,,False,,False,,
sweep frequency,,False,,False,,
sweepback,,False,,False,,
swelling,,False,,False,,
swept forward wings,,False,,False,,
swept wings,,False,,False,,
sweptback tail surfaces,,False,,False,,
sweptback wings,,False,,False,,
Swift observatory,"A MIDEX (Medium-class Explorer) program satellite launched on November 20, 2004 for rapid observation of gamma ray bursts and their afterglows in gamma ray, x ray, ultraviolet, and optical wavelengths.",False,,False,,
swimming,,False,,False,,
swimming pool reactors,,False,,False,,
swine,,False,,False,,
swing tail assemblies,,False,,False,,
swing wings,,False,,False,,
swingby technique,,False,,False,,
swirling,,False,,False,,
Swiss space program,,False,,False,,
switches,,False,,False,,
switching,,False,,False,,
switching circuits,,False,,False,,
switching theory,,False,,False,,
Switzerland,,False,,False,,
swivels,,False,,False,,
syenite,,False,,False,,
syllables,,False,,False,,
symbiosis,"The intimate living together of two organisms of different species, for mutual benefit.",False,,False,,
symbiotic stars,,False,,False,,
symbolic programming,,False,,False,,
symbols,,False,,False,,
symmetrical bodies,,False,,False,,
symmetry,,False,,False,,
sympathetic nervous system,,False,,False,,
Symphonie satellites,,False,,False,,
symptomology,,False,,False,,
synapses,,False,,False,,
synchrocyclotrons,,False,,False,,
synchronism,The relationship between two or more periodic quantities of the same frequency when the phase difference between them is zero or constant at a predetermined value. Used for beat and synchronization.,False,,False,,
synchronized oscillators,,False,,False,,
synchronizers,,False,,False,,
Synchronous Communications Satellite Proj,,False,,False,,
Synchronous Earth Observatory satellite,,False,,False,,
Synchronous Meteorological Satellite,,False,,False,,
synchronous motors,,False,,False,,
synchronous platforms,Space platforms whose rotation is synchronized with that of Earth. Used for geostationary platforms.,False,,False,,
synchronous satellites,"Equatorial west-to-east satellites orbiting the Earth at an altitude of approximately 35,900 kilometers, at which they make one revolution in 24 hours, synchronous with the Earth's rotation. Used for geostationary satellites.",False,,False,,
synchrophasing,,False,,False,,
synchrophasotrons,,False,,False,,
synchroscopes,,False,,False,,
synchrotron radiation,,False,,False,,
synchrotrons,"Devices for accelerating particles, ordinarily electrons, in a circular orbit in an increasing magnetic field by means of an alternating field applied in a synchronism with the orbital motion.",False,,False,,
synclines,,False,,False,,
syncoders,,False,,False,,
SYNCOM 1 satellite,,True,SYNCOM,False,,
SYNCOM 2 satellite,,True,SYNCOM,False,,
SYNCOM 3 satellite,,True,SYNCOM,False,,
SYNCOM 4 satellite,A geosynchronous communications satellite that was deployed on Space Shuttle STS 51A in November 1984.,True,SYNCOM,False,,
SYNCOM apogee engines,,True,SYNCOM,False,,
SYNCOM satellites,,True,SYNCOM,False,,
syncope,,False,,False,,
synoptic measurement,,False,,False,,
synoptic meteorology,The study and analysis of weather information gathered at the same time.,False,,False,,
syntax,,False,,False,,
syntectic alloys,Metallic composite materials characterized by a reversible convertibility of their solid phases into two liquid phases by the application of heat.,False,,False,,
synthane,,False,,False,,
~ synthesis,,False,,False,,
synthesis (chemistry),The application of chemical reactions to obtain desired chemical products.,False,,False,,
synthesis gas,"A mixture of gases produced as feedstock for the synthesis of chemical compounds, for example, hydrogen and carbon monoxide used as the starting material for the production of ammonia derivatives, methanol, and hydrocarbons.",False,,False,,
synthesizers,,False,,False,,
synthetic aperture radar,"Active microwave sensors providing all-weather, high resolution imagery. Used for imaging radar.",True,radar,False,,
synthetic apertures,"In radar technology, the simulations of large antennas by correcting the phase and magnitude of the return signals from smaller antennas, permitting the use of lower frequencies for airborne radars.",False,,False,,
synthetic arrays,,False,,False,,
synthetic fibers,,False,,False,,
synthetic food,"Mixture of roughage, vitamins, minerals, etc., closely approximating natural foods in appearance, taste, and nutrition.",False,,False,,
synthetic fuels,,False,,False,,
synthetic metals,Materials which do not occur in nature but have the appearance and physical properties of true metals.,False,,False,,
synthetic resins,,False,,False,,
synthetic rubbers,,False,,False,,
syntony,The situation of two or more oscillating circuits having the same resonant frequency.,False,,False,,
syphilis,,False,,False,,
Syria,,False,,False,,
syringes,,False,,False,,
system effectiveness,,False,,False,,
system failures,,False,,False,,
system generated electromagnetic pulses,Electromagnetic fields generated by the emission of a large electronic current from a metallic body in space caused by the incidence on its surface of strong ionizing radiation pulses (usually x ray) from space. Used for SGEMP.,False,,False,,
system identification,The technology of modeling plants and processes from their dynamic response.,False,,False,,
systematic errors,Non-random and often predictable errors due to some physical law or caused by flaws in a measurement process.,False,,False,,
~ systems,,False,,False,,
systems analysis,,False,,False,,
systems compatibility,,False,,False,,
systems engineering,The process of applying science and technology to the study and planning of a system so that the relationships of various parts of the system and the use of various subsystems are fully established before designs are committed.,False,,False,,
systems health monitoring,,False,,False,,
systems integration,The combining of subsystems each with numerous interfaces for the input and output of data and each with specified functions vital to the planned success of the main system.,False,,False,,
systems management,,False,,False,,
systems-on-a-chip,"Single electronic chips that incorporate the multiple functional elements comprising a complete system; usually include processor core, I/O subsystems, and memory elements, and may include mixed-signal and mixed-technology subsystems.",False,,False,,
systems simulation,The simulation of any dynamic system.,False,,False,,
systems stability,,False,,False,,
systole,,False,,False,,
systolic arrays,,False,,False,,
systolic pressure,,False,,False,,
T-2 aircraft,,False,,False,,
T-28 aircraft,,False,,False,,
T-33 aircraft,,False,,False,,
T-34 engine,,False,,False,,
T-37 aircraft,,False,,False,,
T-38 aircraft,,False,,False,,
T-38 engine,,False,,False,,
T-39 aircraft,,False,,False,,
T-53 engine,,False,,False,,
T-55 engine,,False,,False,,
T-56 engine,,False,,False,,
T-58 engine,,False,,False,,
T-63 engine,,False,,False,,
T-64 engine,,False,,False,,
T-74 engine,,False,,False,,
T-76 engine,,False,,False,,
T-78 engine,,False,,False,,
T shape,,False,,False,,
T tail surfaces,,False,,False,,
T Tauri stars,,False,,False,,
tables (data),"(1) An array of data, each item of which may be unambiguously identified by means of one or more arguments. (2) A collection of data in which each item is uniquely identified by a label, by its position relative to the other items, or by some other means.",False,,False,,
tablets,,False,,False,,
tabs (control surfaces),,False,,False,,
~ tabulation,,False,,False,,
tabulation processes,,False,,False,,
Tacan,A two dimensional navigation system which provides azimuth and distance to a fixed ground station for navigation in piloted aircraft. Used for tactical air navigation.,False,,False,,
tachistoscopes,,False,,False,,
tachometers,,False,,False,,
tachycardia,,False,,False,,
tachyons,,False,,False,,
tachypnea,,False,,False,,
tackiness,,False,,False,,
TACT program,,True,TACT,False,,
tactics,,False,,False,,
tactile discrimination,,False,,False,,
tactile sensors (robotics),,False,,False,,
Tafel law,,False,,False,,
TAGN,,True,TAGN,False,,
Taguchi methods,"Quality engineering methodology, developed by Genichi Taguchi, for minimizing a product`s sensitivity to uncontrollable system disturbances by simultaneously varying both design and disturbance parameters. The method incorporates a special set of arrays called orthogonal arrays that define the minimal number of experiments that would provide the full information for all factors that affect the performance parameter.",False,,False,,
tail assemblies,"The rear part of a body, as of an aircraft or a rocket. The tail surfaces of an aircraft or rocket. Used for empennage, tail mountings, tails (assemblies), and vertical tails.",False,,False,,
tail rotors,,False,,False,,
tail surfaces,,False,,False,,
tailless aircraft,,False,,False,,
Taiwan,,False,,False,,
Tajikistan,,False,,False,,
takeoff,The action of a rocket vehicle departing from its launch pad. The action of an aircraft as it becomes airborne.,False,,False,,
takeoff runs,,False,,False,,
talc,,False,,False,,
talking,,False,,False,,
Talos missile,,False,,False,,
tandem mirrors,,False,,False,,
tandem rotor helicopters,,False,,False,,
tandem wing aircraft,"An aircraft congiguration having two wings of similar span, mounted in tandem.",False,,False,,
tangential blowing,,False,,False,,
tangents,,False,,False,,
tangling,,False,,False,,
tank geometry,,False,,False,,
tank trucks,,False,,False,,
tanker aircraft,,False,,False,,
tanker ships,,False,,False,,
tanker terminals,,False,,False,,
~ tankers,,False,,False,,
tanks (combat vehicles),,False,,False,,
tanks (containers),,False,,False,,
tantalum,,False,,False,,
tantalum alloys,,False,,False,,
tantalum carbides,,False,,False,,
tantalum compounds,,False,,False,,
tantalum isotopes,,False,,False,,
tantalum nitrides,,False,,False,,
tantalum oxides,,False,,False,,
Tanzania,,False,,False,,
tape recorders,,False,,False,,
tapered columns,,False,,False,,
tapering,,False,,False,,
~ tapes,,False,,False,,
taps,,False,,False,,
tar sands,,False,,False,,
target acquisition,"The process of optically, manually, mechanically, or electronically orienting tracking systems in the direction and range to lock on a target.",False,,False,,
target drone aircraft,,False,,False,,
target masking,"Technique used in vision contrast discrimination testing involving the ratio of the luminance of a target (object) to the luminance of the background, especially when light and dark adaptation are factors.",False,,False,,
target recognition,,False,,False,,
target simulators,,False,,False,,
target thickness,,False,,False,,
targets,Objects or points toward which something is directed. Objects which reflect a sufficient amount of a radiated signal to produce an echo signal on detection equipment. Used for towed targets.,False,,False,,
tars,,False,,False,,
tartar missile,,False,,False,,
task complexity,,False,,False,,
task planning (robotics),,False,,False,,
tasks,,False,,False,,
Tasmania,,False,,False,,
taste,,False,,False,,
TATB,,True,TATB,False,,
Taurid meteoroids,,False,,False,,
Taurus constellation,,False,,False,,
tautomers,,False,,False,,
taxiing,,False,,False,,
taxonomy,,False,,False,,
Taylor instability,,False,,False,,
Taylor manifest anxiety scale,,False,,False,,
Taylor series,,False,,False,,
TD-1 satellite,,False,,False,,
TD satellites,,True,TD,False,,
TDR satellites,"Orbiting communications satellites, developed by NASA to relay data from satellite sensors to groundstations and to track the satellites in orbit.",True,TDR,False,,
TEA lasers,,True,TEA,False,,
teaching machines,,False,,False,,
teams,,False,,False,,
tearing,,False,,False,,
tearing modes (plasmas),Explosive reconnections of energetic particle accelerations at high voltages in the magnetosphere during substorms.,False,,False,,
technetium,,False,,False,,
technetium compounds,,False,,False,,
technetium fluorides,,False,,False,,
technetium isotopes,,False,,False,,
technical writing,,False,,False,,
technological forecasting,,False,,False,,
technologies,,False,,False,,
technology assessment,,False,,False,,
technology feasibility spacecraft,,False,,False,,
technology transfer,The process of converting scientific findings from research laboratories and governmental activities into commercially viable products.,False,,False,,
technology utilization,,False,,False,,
tectonics,"A branch of geology dealing with the broad architecture of the upper part of the Earth's crust, that is, the regional assembling of structural or deformational features, a study of their mutual relations, their origin, and their historical evolution. Used for tectonic movement.",False,,False,,
teetering,,False,,False,,
teeth,,False,,False,,
teflon (trademark),,False,,False,,
Tektite project,,False,,False,,
tektites,"Small glassy bodies containing no cystals, composed of at least 65 percent silicon dioxide, bearing no relation to the geological formations in which they occur, and believed to be of extraterrestrial origin.",False,,False,,
telecommunication,"Any transmission, emission, or receptin of signs, signals, writings, images, sounds, or information of any nature by wire, radio, visual, or electromagnetic systems.",False,,False,,
teleconferencing,,False,,False,,
teleconnections (meteorology),Statistically significant temporal correlations between meteorological parameters at widely separated points.,False,,False,,
telegraph systems,,False,,False,,
telemedicine,"The use of telecommunication technologies as a medium for providing medical services (diagnostic, therapeutic, education, and research) by health care professionals to sites that are remote from the provider.",False,,False,,
telemetry,"The science of measuring a quantity or quantities, transmitting the results to a distant station, and there interpreting, indicating, and/or recording the quantities measured. Used for telemeters.",False,,False,,
teleoperators,Remotely controlled mobility modules which incorporate sensory and manipulative subsystems for the purpose of extending the human operators skills and cognitive capabilities into hostile or remote environments.,False,,False,,
telephones,,False,,False,,
telephony,,False,,False,,
telephotometry,The body of principles and techniques concerned with measuring atmospheric extinction using various types of telephotometers. Used for telephotometers.,False,,False,,
teleprinters,,False,,False,,
telerobotics,,False,,False,,
telescopes,,False,,False,,
Telesto,"A natural satellite of Saturn orbiting at a mean distance of 294,660 kilometers.",False,,False,,
teletypewriter systems,,False,,False,,
teletypewriters,,False,,False,,
television cameras,,False,,False,,
television equipment,,False,,False,,
television receivers,,False,,False,,
television reception,,False,,False,,
television systems,,False,,False,,
television transmission,,False,,False,,
telluric currents,"Large scale surges of electric charges within the Earth's crust, associated with disturbances of the ionosphere. Used for earth currents.",False,,False,,
telluric lines,Absorption lines in a solar spectrum produced by constituents of of the atmosphere of the Earth itself rather than by gases in the outer solar atmosphere such as those responsible for the Fraunhofer lines.,False,,False,,
tellurides,,False,,False,,
tellurium,,False,,False,,
tellurium alloys,,False,,False,,
tellurium compounds,,False,,False,,
tellurium isotopes,,False,,False,,
tellurometers,,False,,False,,
telomeres,Terminal section of a chromosome involved in chromosomal replication and stability.,False,,False,,
Telstar 1 satellite,,False,,False,,
Telstar 2 satellite,,False,,False,,
Telstar project,,False,,False,,
Telstar satellites,,False,,False,,
Tempel 1 comet,,False,,False,,
Tempel 2 comet,A comet for which a spacecraft rendezvous had been planned for 1988 because of its accessible orbit. It has been replaced by a planned spacecraft rendezvous with the Wild 2 comet in 1994.,False,,False,,
temper (metallurgy),,False,,False,,
temperate regions,,False,,False,,
temperature,"In general, the intensity of heat as measured on some definite temperature scale by means of any of various types of thermometers. In statistical mechanics, a measure of translational molecular kinetic energy (with three degrees of freedom). In thermodynamics, the integrating factor of the differential equation referred to as the first law of thermodynamics. Used for body temperature (non-biological).",False,,False,,
temperature compensation,,False,,False,,
temperature control,,False,,False,,
temperature dependence,The characteristic of a material which is dependent on changes in the ambient temperature.,False,,False,,
temperature distribution,,False,,False,,
temperature effects,,False,,False,,
temperature gradients,,False,,False,,
temperature inversions,,False,,False,,
temperature measurement,,False,,False,,
temperature measuring instruments,,False,,False,,
temperature probes,,False,,False,,
temperature profiles,,False,,False,,
temperature ratio,,False,,False,,
temperature scales,,False,,False,,
temperature sensitive paints,Luminescent paints which react differentially to temperature by emitting varying amounts of visible light.,False,,False,,
temperature sensors,,False,,False,,
tempering,,False,,False,,
templates,,False,,False,,
temporal distribution,"The statistical distribution based on time of phenomena, occurrences or events.",False,,False,,
temporal logic,A logic that can express properties involving the seqencing of events in time.,False,,False,,
temporal resolution,The precision with which an optical instrument or a system differentiates between time intervals. Used for multitemporal analysis.,False,,False,,
tendencies,,False,,False,,
tendons,,False,,False,,
tenite,,False,,False,,
Tenma satellite,,False,,False,,
Tennessee,,False,,False,,
Tennessee Valley (AL-KY-TN),,False,,False,,
tensegrity structures,"A class of prestressed structures whose shape is guaranteed by the interaction between a continuous network of members in tension and a discontinuous network of members in compression. These members can serve simultaneously as sensors, actuators, and load carrying elements. The word tensegrity is a contraction of ""tensional integrity"".",False,,False,,
tensile creep,,False,,False,,
tensile deformation,,False,,False,,
tensile properties,,False,,False,,
tensile strength,The property of solid material that indicates its ability to withstand a uniaxial tensile load.,False,,False,,
tensile stress,Normal stress tending to lengthen the body in the direction in which it acts.,False,,False,,
tensile tests,,False,,False,,
tensiometers,,False,,False,,
~ tension,,False,,False,,
tensometers,,False,,False,,
tensor analysis,,False,,False,,
tensors,Arrays of functions which obey certain laws of transformation. A one row or one column tensor array is a vector. Used for tensor fields and transformation tensors.,False,,False,,
tephigrams,,False,,False,,
terbium,,False,,False,,
terbium compounds,,False,,False,,
terbium isotopes,,False,,False,,
TERCOM,,True,TERCOM,False,,
terephthalate,,False,,False,,
terminal area energy management,Automated guidance and landing system for the Space Shuttle orbiter.,False,,False,,
terminal ballistics,"That branch of ballistics dealing with the motion and behavior of projectiles at the termination of their flight, or in striking and penetrating a target. Used for penetration ballistics, projectile penetration, and target penetration.",False,,False,,
Terminal Configured Vehicle Program,"NASA Program for determining configurations for short haul transport aircraft, including V/STOL and VTOL aircraft. Used for TCV program.",False,,False,,
terminal facilities,,False,,False,,
terminal guidance,,False,,False,,
terminal velocity,"The maximum velocity attainable, especially by a free falling body, under given conditions.",False,,False,,
~ terminals,,False,,False,,
terminator lines,,False,,False,,
terminology,,False,,False,,
terms,,False,,False,,
ternary alloys,,False,,False,,
ternary systems,,False,,False,,
terpenes,"A class of unsaturated organic compounds having the empirical formula C10H15 occurring in most essential oils and oleoresinous plants. Structurally the important terepenes and their derivatives are classified as monocyclic (dipentene), bicylic (pinene), and acyclyic (myrcene).",False,,False,,
terphenyls,,False,,False,,
Terra spacecraft,"First in a series of EOS (Earth Observing System) spacecraft developed to advance the understanding of the ways that the Earth`s lands, oceans, air, ice, and life function as a total environmental system. The spacecraft carries five high-resolution instruments: the Advanced Spaceborne Thermal Emission Radiometer (ASTER), the Clouds and the Earth Radiant Energy System (CERES), the Multi-Angle Imaging Spectroradiometer (MISR), the Moderate Resolution Imaging Spectroradiometer (MODIS), and the Measurements of Pollution in the Troposphere (MOPITT) instrument.",False,,False,,
terraces (landforms),,False,,False,,
terradynamics,,False,,False,,
terraforming,,False,,False,,
terrain,,False,,False,,
terrain analysis,,False,,False,,
terrain following,"The flight path of an aircraft, helicopter, or missile at a constant altitude above the terrain or highest obstacle. The altitude constantly changes to conform to the varying height of the terrain and/or obstacles.",False,,False,,
terrestrial dust belt,,False,,False,,
terrestrial planets,"The four small planets nearest the sun (Earth, Mercury, Venus, and Mars).",False,,False,,
terrestrial radiation,,False,,False,,
terrier missile,,False,,False,,
terrorism,"The use of violence, or threat of violence directed at civilian populations with the intention of intimidating or coercing a particular group, organization, or government, often for ideological or political reasons.",False,,False,,
Tertiary Period,,False,,False,,
tesseral harmonics,,False,,False,,
test chambers,"Places, sections, or rooms having special characteristics where a person or object is subjected to experiment, as an altitude chamber. Used for environmental chambers.",False,,False,,
~ test equipment,,False,,False,,
test facilities,,False,,False,,
test firing,"The firing of a rocket engine, either live or static, with the purpose of making controlled observations of the engine or of an engine component.",False,,False,,
test pattern generators,Image-processing software.,False,,False,,
test pilots,,False,,False,,
test ranges,,False,,False,,
test stands,"Stationary platforms or tables, together with any testing apparatus attached thereto, for testing or proving engines or instruments.",False,,False,,
test vehicles,,False,,False,,
testes,,False,,False,,
testing time,,False,,False,,
~ tests,,False,,False,,
tethered balloons,,False,,False,,
tethered satellites,Concept for scientific payloads suspended at altitudes of 120 km from Space Shuttle orbiters flying at 200-km altitude; control system would permit deployment and retrieval of the tethered satellites.,False,,False,,
tethering,,False,,False,,
tetherlines,,False,,False,,
Tethys,"One of the natural satellites of Saturn orbiting at a mean distance of 295,000 kilometers.",False,,False,,
tetrabutyls,,False,,False,,
tetrachlorides,,False,,False,,
tetracyclines,,False,,False,,
tetrad theory,,False,,False,,
tetraethyl orthocarbonates,,False,,False,,
tetraethyl orthosilicate,An oxidation inhibiting coating used on the wing leading edges and nose cap of the Space Shuttle.,False,,False,,
tetrafluorohydrazine,,False,,False,,
tetragons,,False,,False,,
tetrahedrons,,False,,False,,
tetrahydrofuran,"In organic chemistry, an intermediate and a solvent for polyvinyl chloride. Used for butylene oxides.",False,,False,,
tetraphenyls,,False,,False,,
tetrazoles,,False,,False,,
tetrodes,,False,,False,,
tetryl,,False,,False,,
texas,,False,,False,,
textbooks,,False,,False,,
textiles,,False,,False,,
texts,,False,,False,,
textures,The structural qualities of surfaces determined by the interrelation of their elements.,False,,False,,
TF-30 engine,,False,,False,,
TF-34 engine,,False,,False,,
TF-41 engine,,False,,False,,
TH-55 helicopter,,False,,False,,
Thailand,,False,,False,,
thalamus,,False,,False,,
thallium,,False,,False,,
thallium alloys,,False,,False,,
thallium compounds,,False,,False,,
thallium isotopes,,False,,False,,
Thebe,"A natural satellite of Jupiter orbiting at a mean distance of 221,900 kilometers.",False,,False,,
thematic mappers (LANDSAT),Landsat multispectral scanners designed to acquire data to catagorize the Earth's surface. Particular emphasis was placed on agricultural applications and land use.,True,LANDSAT,False,,
thematic mapping,,False,,False,,
Themis project,,False,,False,,
theodolites,"Optical instruments which consist of a sighting telescope, mounted so that it is free to rotate around horizontal and vertical axes, and graduated scales so that the angle of rotation may be measured. The telescope is usually fitted with a right angle prism so that the observer continues to look horizontally into the eyepiece, what ever the variation of the elevation angle.",False,,False,,
Theodorsen transformation,,False,,False,,
theorem proving,,False,,False,,
theorems,,False,,False,,
theoretical physics,,False,,False,,
~ theories,,False,,False,,
therapy,,False,,False,,
thermal absorption,,False,,False,,
thermal analysis,A general term covering a group of related techniques whereby the dependence of the parameters of any physical property of a substance or temperature is measured. Used for differential thermal analysis and DTA (analysis).,False,,False,,
thermal barriers (plasma control),,False,,False,,
thermal batteries,,False,,False,,
thermal blooming,,False,,False,,
thermal boundary layer,,False,,False,,
thermal buckling,,False,,False,,
thermal comfort,"That condition which expresses satisfaction with the thermal environment and which is measured by such factors as air temperature, relative humidity, air velocity, etc.",False,,False,,
thermal conductivity,"Time rate of unidirectional heat transfer per unit area, in the steady-state, between parallel planes separated by unit distance, per unit difference of temperature of the planes.",False,,False,,
thermal conductivity gages,,False,,False,,
thermal conductors,,False,,False,,
thermal control coatings,,False,,False,,
thermal cycling tests,,False,,False,,
thermal decomposition,The breaking apart of complex molecules into simpler units by the application of heat.,False,,False,,
thermal degradation,Impairment of properties caused by exposure to heat.,False,,False,,
thermal diffusion,,False,,False,,
thermal diffusivity,The ratio of thermal conductivity of a substance to the product of its density and specific heat. Common units for this property are sq cm/s or sq ft/h.,False,,False,,
thermal dissociation,,False,,False,,
thermal emission,The process by which a body emits electromagnetic radiation as a consequence of its temperature only.,False,,False,,
thermal energy,,False,,False,,
thermal environments,,False,,False,,
thermal expansion,The increase in the dimensions or the volume of a body due to change in temperature.,False,,False,,
thermal fatigue,"In metals, fracture resulting from the presence of temperature gradients which vary with time in such a manner as to produce cyclic stresses in a structure.",False,,False,,
thermal instability,"The conditions of temperature gradient, thermal conductivity, and viscosity which lead to the onset of convection in a fluid.",False,,False,,
thermal insulation,A material applied to reduce the flow of heat.,False,,False,,
thermal lensing,,False,,False,,
thermal mapping,,False,,False,,
thermal neutrons,Neutrons in thermal equilibrium with the medium in which they exist. Used for slow neutrons.,False,,False,,
thermal noise,The noise at radiofrequency caused by thermal agitation in a dissipative body. Also called Johnson noise.,False,,False,,
thermal plasmas,,False,,False,,
thermal pollution,Environmental temperature rise due to waste heat disposal.,False,,False,,
thermal protection,,False,,False,,
thermal radiation,The electromagnetic radiation emitted by any substance as the result of the thermal excitation of its molecules. Thermal radiation ranges in wavelength from the longest infrared radiation to the shortest ultraviolet radiation.,False,,False,,
thermal reactors,,False,,False,,
thermal resistance,The extent to which a material retains useful properties as measured during exposure of the material to a specified temperature and environment for a specified time. Used for heat resistance.,False,,False,,
thermal resources,,False,,False,,
thermal shock,The development of a steep temperature gradient and accompanying high stresses within a structure.,False,,False,,
thermal simulation,,False,,False,,
thermal stability,Resistance to permanent changes in property caused soley by heat.,False,,False,,
thermal stresses,"Stresses in metal, resulting from nonuniform temperature distribution.",False,,False,,
thermal vacuum tests,,False,,False,,
thermalization (energy absorption),,False,,False,,
thermicons,,False,,False,,
thermionic cathodes,,False,,False,,
thermionic converters,,False,,False,,
thermionic diodes,,False,,False,,
thermionic emission,"Direct ejection of electrons as the result of heating the material, which raises electron energy beyond the binding energy that holds the electron to the material. Used for Richardson-Dushman equation.",False,,False,,
thermionic emitters,,False,,False,,
thermionic power generation,,False,,False,,
thermionics,The study of the emission of electrons by heat.,False,,False,,
thermistors,Electron devices employing the temperature dependent change of resistivity of a semiconductor.,False,,False,,
thermites,"Fire-hazardous mixtures of ferric oxide and powdered aluminum; upon ignition with a magnesium ribbon, the mixtures reach temperatures up to 4000 degrees F (sufficient to soften steel).",False,,False,,
thermoacoustic effects,"Phenomena associated with the combination of temperature, pressure and displacement oscillations caused by acoustic waves interacting with solid boundaries, such as the walls of a tube or a ""stack"".",False,,False,,
thermoacoustic refrigerators,Cooling devices in which intense sound waves in pressurized resonant cavities are used to generate temperature gradients in an array of parallel plates in the interior of a tube that serves as a heat exchanger and in which heat is drawn away by a heat sink.,False,,False,,
thermobalances,,False,,False,,
thermocapillary migration,Phenomenon where droplets (or bubbles) in a host fluid with a uniform temperature gradient migrate to the hot end of the host fluid because of the temperature dependence of the interfacial energy of the droplets.,False,,False,,
thermochemical properties,,False,,False,,
thermochemistry,A branch of chemistry that treats the relations of heat and chemical changes.,False,,False,,
thermochromatic materials,,False,,False,,
thermochromic coatings,Spectrally selective coatings that change their transmission and relfection properties with temperature.,False,,False,,
thermoclines,,False,,False,,
thermocouple pyrometers,,False,,False,,
thermocouples,Devices which convert thermal energy directly into electrical energy. In its basic form it consists of two dissimilar metallic electrical conductors connected in a closed loop. Each junction forms a thermocouple.,False,,False,,
thermodynamic coupling,,False,,False,,
thermodynamic cycles,,False,,False,,
thermodynamic efficiency,"In thermodynamics, the ratio of the work done by a heat engine to the total heat supplied by the heat source. Used for thermal efficiency.",False,,False,,
thermodynamic equilibrium,"A very general result from statistical mechanics which states that if a system is in equilibrium, all processes which can exchange energy must be exactly balanced by the reverse process so that there is no net exchange of energy.",False,,False,,
thermodynamic properties,,False,,False,,
thermodynamics,"Study and application of principles describing the relation of heat transfer to various forms of energy, and the behaviors of physical systems where temperature is a significant feature. Used for heat equations, thermomechanics, and thermophysics.",False,,False,,
thermoelasticity,"Dependence of the stress distribution of an elastic solid on its thermal state, or of its thermal conductivity on the stress distribution.",False,,False,,
thermoelectric cooling,,False,,False,,
thermoelectric generators,,False,,False,,
thermoelectric materials,,False,,False,,
thermoelectric power generation,,False,,False,,
thermoelectricity,,False,,False,,
thermoelement ammeters,,False,,False,,
thermography,Technique employing heat transfer transients.,False,,False,,
thermogravimetry,,False,,False,,
thermohaline circulation,"Any water movements, including convection and large-scale currents, due to the joint action of temperature and salinity.",False,,False,,
thermohydraulics,,False,,False,,
thermoluminescence,,False,,False,,
thermomagnetic cooling,,False,,False,,
thermomagnetic effects,,False,,False,,
thermomechanical treatment,Combination of material-forming processes with heat treatments in order to obtain specific material properties.,False,,False,,
thermometers,Devices for measuring temperature.,False,,False,,
thermomigration,A technique for doping semiconductors in which exact amounts of known impurities are made to migrate from the cool side of a wafer of pure semiconductor material to the hotter side when the wafer is heated in an oven.,False,,False,,
thermonuclear explosions,,False,,False,,
thermonuclear power generation,,False,,False,,
thermonuclear reactions,,False,,False,,
thermophiles,,False,,False,,
thermophilic plants,,False,,False,,
thermophoresis,A process in which particles migrate in a gas under the influence of forces created by a temperature gradient.,False,,False,,
thermophotovoltaic conversion,A technique for efficiently converting heat or solar energy to electrical energy using heated surfaces coated with a selective emitter matetrial whose photon emission peaks sharply in a narrow wavelength.,False,,False,,
thermophysical properties,,False,,False,,
thermopiles,"Transducers for converting thermal energy directly into electrical energy, composed of pairs of thermocouples which are connected either in series or in parallel. Batteries of thermocouples connected in series to form single compact units.",False,,False,,
thermoplastic films,Materials with a linear macromolecular structure that will repeatedly soften when heated and harden when cooled.,False,,False,,
thermoplastic resins,,False,,False,,
thermoplasticity,,False,,False,,
thermoreceptors,,False,,False,,
thermoregulation,A mechanism by which mammals and birds balance heat gain and loss in order to maintain a constant body temperature. Used for body temperature regulation.,False,,False,,
thermosetting resins,,False,,False,,
thermosiphons,,False,,False,,
thermosphere,,False,,False,,
thermostats,,False,,False,,
thermoviscoelasticity,,False,,False,,
thesauri,,False,,False,,
theses,,False,,False,,
theta pinch,,False,,False,,
thiamine,,False,,False,,
thiazine (trademark),,False,,False,,
