Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
SR2,"Spin Reference 2 - A special case of a Spacecraft (SC)
								coordinate system for a spinning spacecraft. Z is parallel to the spacecraft spin
								vector. X is in the plane defined by Z and the spacecraft-Sun line, positive sunward.
								See <http://cdpp.cnes.fr/00428.pdf>",False,,False,,
SSE,"Spacecraft Solar Ecliptic - A coordinate system used for
								deep space spacecraft, for example Helios. - X axis from spacecraft to Sun. Z axis
								normal to ecliptic plane, positive northward. Note: Angle between normals to ecliptic
								and to Helios orbit plane ~ 0.25 deg.",True,SSE,False,,
SSE_L,"Selenocentric Solar Ecliptic. The X axis points from the
								center of the Earth's moon to the sun, the Z axis is normal to the ecliptic plane,
								positive northward. And the Y axis completes the right-handed set of axes.",False,,False,,
StackPlot,"A representation of data showing multiple sets of
								observations on a single plot, possibly offsetting each plot by some uniform amount.",False,,False,,
StandardDeviation,"The square root of the average of the squares of
								deviations about the mean of a set of data. Standard deviation is a statistical measure
								of spread or variability.",False,,False,,
StartDate,The specification of a starting point in time.,False,,False,,
StartLocation,The initial position in space.,False,,False,,
StokesParameters,"A set of four parameters (usually called I,Q, U and V)
								which describe the polarization state of an electromagnetic wave propagating through
								space.",False,,False,,
StopDate,The specification of a stopping point in time.,False,,False,,
StopLocation,The final position in space.,False,,False,,
Storage,"The component of your computer that allows you to store
								and access data on a long-term basis. Indicate units with standard byte scales such as
								KB, MB, GB, TB and PB.",False,,False,,
Strahl,"A distribution of particles concentrated in a narrow
								energy band. The band may be may be aligned with a secondary feature. For example, it
								may occur in a narrow cone aligned with the mean magnetic field direction.",False,,False,,
Stratosphere,"The layer of the atmosphere that extends from the
								troposphere to about 30 km, temperature increases with height. The stratosphere contains
								the ozone layer.",False,,False,,
StreamInteractionRegion,"The region (SIR) where two solar wind streams, typically
								having differing characteristics and solar sources, abut up against (and possibly
								partially interpenetrate) each other.",False,,False,,
Strong,"Highly likely given the available evidence. Considered in
								the range of 7-10 on a scale of 0-10.",False,,False,,
Structure,"The organization and relationship of individual values
								within a quantity.",False,,False,,
Style,The manner in which a response from a URL is presented.,False,,False,,
SubAuroralRegion,"When considering the case of the Earth, the sub-auroral
								region typically refers to two latitudinal bands, one in the northern hemisphere and the
								other in the southern hemisphere extending from about 50 degrees to low 60 degrees. The
								concept sub-auroral regions does not apply to all bodies in the solar system and
								different latitudinal ranges would apply for each body case by case. The sub-auroral
								regions may be defined by using either planetographic or magnetic coordinates if the
								magnetic dipole is closely aligned with the spin axis of a magnetized body. Ground
								magnetometers located at sub-auroral latitudes on the Earth measure a mixture of
								activity driven by auroral zone currents and the ring current.",False,,False,,
Substorm,"A process by which plasma in the magnetotail becomes
								energized at a fast rate.",False,,False,,
Sun,The star upon which our solar system is centered.,False,,False,,
Superhalo,"The part of an object or distribution surrounding some
								central body or distribution evident in a second break in the distribution function
								(e.g., a different power law). It consists of a population at a higher energies than for
								a halo.",False,,False,,
Support,"Information useful in understanding the context of an
								observation, typically observed or measured coincidentally with a physical observation.",False,,False,,
SupportQuantity,A characterization of the support information.,False,,False,,
Surface,The outermost area of a solid object.,False,,False,,
Symmetric,Equal distribution about one or more axes.,False,,False,,
TAR,"A file format used to collate collections of files into
								one larger file, for distribution or archiving, while preserving file system information
								such as user and group permissions, dates, and directory structures. The format was
								standardized by POSIX.1-1988 and later POSIX.1-2001.",True,TAR,False,,
TeamLeader,"An individual who is the designated leader of an
								investigation.",False,,False,,
TeamMember,"An individual who is a major participant in an
								investigation.",False,,False,,
TechnicalContact,"An individual who can provide specific information with
								regard to the resource or supporting software.",False,,False,,
TechnicalNote,"A document summarizing the performance and other
								technical characteristics of a product, machine, component, subsystem or software in
								sufficient detail to be used by an engineer or researcher.",False,,False,,
Telemetry,"Parameters that include full packets of data from
								monitoring devices or the memory addresses of datum within telemetry packets. The data
								comprising telemetry packets are typically expressed by using non-physical engineering
								units and may be used to express a variety of device operating conditions such as
								command acceptance/execution, housekeeping, event characterization, memory dumps, and
								science data. Telemetry packets may be raw or unpacked.",False,,False,,
Temperature,"A measure of the kinetic energy of random motion with
								respect to the average. Temperature is properly defined only for an equilibrium particle
								distribution (Maxwellian distribution).",False,,False,,
Template,"A URI template that contains special fields as defined in
								URI Template specification <http://tsds.org/uri_templates>.",False,,False,,
Temporal,Pertaining to time.,False,,False,,
TemporalDescription,"A characterization of the time over which the measurement
								was taken.",False,,False,,
Tensor,"A generalized linear ""quantity"" or ""geometrical entity""
								that can be expressed as a multi-dimensional array relative to a choice of basis of the
								particular space on which it is defined.",False,,False,,
Tethys,The third largest moon of Saturn.,False,,False,,
Text,"A sequence of characters which may have an imposed
								structure or organization.",False,,False,,
ThermalPlasma,"Measurements of the plasma in the energy regime where the
								most of the plasma occurs. May be the basic fluxes in the form of distribution functions
								or the derived bulk parameters (density, flow velocity, etc.).",False,,False,,
ThermalSpeed,"For a Maxwellian distribution, the difference between the
								mean speed and the speed within which ~69% (one sigma) of all the members of the speed
								distribution occur.",False,,False,,
Thermosphere,"The layer of the atmosphere that extends from the
								Mesosphere to 640+ km, temperature increasing with height.",False,,False,,
Thumbnail,"A small representation of an image which is suitable to
								infer what the full-sized imaged is like.",False,,False,,
TIFF,"A binary format for still pictures. Tagged Image Format
								File (TIFF). Originally developed by Aldus and now controlled by Adobe.",True,TIFF,False,,
TIIS,"Kronian Solar Orbital - A coordinate system related to
								Saturn where X is anti-sunward, Y along the orbital velocity direction.",True,TIIS,False,,
TimeOfFlight,"An instrument which measures the time it takes for a
								particle to travel between two detectors.",False,,False,,
TimeSeries,"A representation of data showing a set of observations
								taken at different points in time and charted as a time series.",False,,False,,
TimeSpan,The duration of an interval in time.,False,,False,,
Titan,"The largest moon of Saturn and the second-largest moon in
								the Solar System.",False,,False,,
Titania,"The largest moon of Uranus and the eighth largest moon in
								the Solar System.",False,,False,,
Topside,The region at the upper most areas of the ionosphere.,False,,False,,
Total,The summation of quantities over all possible species.,False,,False,,
TotalPressure,"In an MHD fluid it is the number density (N) times
								Boltzmann constant times the temperature in Kelvin.",False,,False,,
Trace,"The sum of the elements on the main diagonal (the
								diagonal from the upper left to the lower right) of a square matrix.",False,,False,,
TransitionRegion,"A very narrow (<100 km) layer between the chromosphere
								and the corona where the temperature rises abruptly from about 8000 to about 500,000 K.",False,,False,,
Triton,The largest moon of Neptune.,False,,False,,
Troposphere,"The lowest layer of the atmosphere which begins at the
								surface and extends to between 7 km (4.4 mi) at the poles and 17 km (10.6 mi) at the
								equator, with some variation due to weather factors.",False,,False,,
UCD,"The nature of a physical parameter expressed using the
								IVOA UCD1+ controlled vocabulary.",True,UCD,False,,
UDF,"Universal Data Format (UDF). The Optical Technology
								Storage Association's Universal Disk Format, based on ISO 13346. See
								<http://www.osta.org/specs/index.htm>",True,UDF,False,,
Ultraviolet,Photons with a wavelength range: 10 to 400 nm.,False,,False,,
Umbriel,The third largest and fourth most massive moon of Uranus.,False,,False,,
Uncalibrated,"Duplicate data are removed from the data stream and data
								are time ordered. Values are not adjusted for any potential biases or external factors.
								Similar to NASA Level 1.",False,,False,,
Uncertainty,"A statistically defined discrepancy between a measured
								quantity and the true value of that quantity that cannot be corrected by calculation or
								calibration.",False,,False,,
Unicode,Text in multi-byte Unicode format.,False,,False,,
Units,"A description of the standardized measurement increments
								in which a value is specified. The description is represented as a mathematical phrase.
								Units should be represented by widely accepted representation. For example, units should
								conform to the International System of Units (SI) which is maintained by BIPM (Bureau
								International des Poids et Mesures (see <http://www.bipm.fr/> ) when appropriate
								or use tokens like ""Re"" to represent units of the Radius of the Earth. Within a phrase
								the circumflex (^) is used to indicate a power, a star (*) is used to indicate
								multiplication and a slash (/) division. When symbols are not separated by a
								mathematical operator, multiplication is assumed. Symbols for base units can be found
								at: <http://www.bipm.fr/en/si/si_brochure/chapter2/2-1/#symbols> and those for
								common derived units can be found at:
								<http://www.bipm.fr/en/si/derived_units/2-2-2.html>",False,,False,,
UnitsConversion,"The multiplicative factor for converting a unit into
								International System of Units (SI) units. The factor is expressed in the form ""number
								> x"", where ""number"" is a numerical value and ""x"" is the appropriate SI units. The
								basic SI units are Enumerated: m (meter), N (newton), kg (kilogram), Pa (pascal), s
								(second), Hz (hertz), A (ampere), V (volt), K (kelvin), W (watt), rad (radian), J
								(joule), sr (steradian), C (coulomb), T (tesla), ohm (ohm), mho (mho or seimens), H
								(henry), and F (farad). Two useful units which are not SI units are: degree (angle), and
								unitless (no units). An example is: ""1.0E-9>T"" which converts the units, presumable
								nT, to Tesla. Another example is: ""1.0e+3>m/s"" which converts a velocity expressed in
								kilometers per second to meters per second.",False,,False,,
Unlikely,"Not likely given the available evidence. Considered in
								the range of 0 on a scale of 0-10.",False,,False,,
Unspecified,A value which is not provided.,False,,False,,
UpperHybridFrequency,"Upper hybrid oscillations involve longitudinal motions of
								electrons perpendicular to the magnetic field. The upper hybrid frequency,
								&Phi;<sub>UH</sub>, is governed by the
								relationship&Phi;<sub>UH</sub>^2 = &Phi;<sub>pe</sub>^2
								+ &Theta;<sub>ce</sub>^2 where &Phi;<sub>pe</sub> is
								electron plasma frequency and &Theta;<sub>ce</sub> is the electron
								cyclotron frequency.",False,,False,,
Uranus,The eighth planet from the sun in our solar system.,False,,False,,
URL,"Uniform Resource Locator (URL) is the global address of
								documents and other resources on the World Wide Web. The first part of the address
								indicates what protocol to use, and the second part specifies the IP address or the
								domain name where the resource is located followed by the pathname of the resource. A
								URL is specified in the form protocol://server.domain.name:port/pathname. Example
								protocols are HTTP or FTP, server domain name is the Internet name.",True,URL,False,,
User,An individual who utilizes a resource or service.,False,,False,,
ValidMax,The largest legitimate value.,False,,False,,
ValidMin,The smallest legitimate value.,False,,False,,
ValueAdded,"Calibrated data that has been mapped on uniform
								space-time grid scales with gaps, flags and out-of-range values replaced with
								appropriate values. Similar to NASA Level 3.",False,,False,,
ValueFormat,"A string defining the output format used when extracting
								data values out to a file or screen. The magnitude and the number of significant figures
								needed should be carefully considered. The output format string can be in either Fortran
								or C syntax.",False,,False,,
Variance,"A measure of dispersion of a set of data points around
								their mean value. The expectation value of the squared deviations from the mean.",False,,False,,
VCrossB,"The cross product of the charge velocity (V) and the
								magnetic field (B). It is the electric field exerted on a point charge by a magnetic
								field.",False,,False,,
Vector,"A set of parameter values each along some independent
								variable (e.g., components of a field in three orthogonal spatial directions;
								atmospheric temperature values at several altitudes, or at a given latitude and
								longitude;).",False,,False,,
Velocity,"Rate of change of position. Also used for the average
								velocity of a collection of particles, also referred to as ""bulk velocity"".",False,,False,,
Venus,The second planet from the sun in our solar system.,False,,False,,
Version,"Indicates the release identifier. When used to indicate
								the release of the SPASE data model, it is a in the form Major.Minor.Fix where Major: A
								significant change in the architecture of the model or rewrite of the implementation.
								This includes major changes in design or implementation language. This number starts at
								0 (zero). Minor: An addition of terms or features that require changes in
								documentation/external API. This number starts at 0 (zero). Fix: Any change that doesn't
								require documentation/external API changes. This number starts at 0 (zero).",False,,False,,
Vertical,Perpendicular to the plane of the horizon or a base line.,False,,False,,
VolumeEmissionRate,"The volume emission rate, e(r, t, l), is the number of
								photons emitted per unit source volume per second, i.e. photons/(m3 s), as measured
								along the line of sight between the source point and the observer. The Volume Emission
								Rate is in general a function of the line-ofsight distance, r, time, t, and wavelength,
								l. The Volume Emission Rate is actually not a directly measurable quantity. However, the
								term has been commonly used in both data product descriptions and research publications.",False,,False,,
VOTable,"A proposed IVOA standard designed as a flexible storage
								and exchange format for tabular data.",False,,False,,
VSO,"Venus Solar Orbital - A coordinate system related to
								Venus where X is anti-sunward, Y along the orbital velocity direction.",True,VSO,False,,
Wave,"Periodic or quasi-periodic (AC) variations of physical
								quantities in time and space, capable of propagating or being trapped within particular
								regimes.",False,,False,,
WaveForm,"Spatial or temporal variations of wave amplitude over
								wave-period timescales.",False,,False,,
WaveformReceiver,"A radio receiver which outputs the value of one or more
								components of the electric and/or magnetic field as a function of time.",False,,False,,
Wavelength,The peak-to-peak distance over one wave period.,False,,False,,
WavelengthRange,The range of possible values for the observed wavelength.,False,,False,,
WaveQuantity,A characterization of the physical properties of a wave.,False,,False,,
Waves,"Data resulting from observations of wave experiments and
								natural wave phenomena. Wave experiments are typically active and natural wave phenomena
								are passive. Examples of wave experiments include coherent/incoherent scatter radars,
								radio soundings, VLF propagation studies, ionospheric scintillation of beacon satellite
								signals, etc. Examples of natural wave phenomena include micropulsations, mesospheric
								gravity waves, auroral/plasmaspheric hiss, Langmuir waves, AKR, Jovian decametric
								radiation, solar radio bursts, etc.",False,,False,,
WaveType,"A characterization of the carrier or phenomenon of wave
								information observed by the measurement.",False,,False,,
Weak,"Slightly likely given the available evidence. Considered
								in the range of 1-4 on a scale of 0-10.",False,,False,,
WebService,"A Web-based service that uses SOAP, WSDL or UDDI open
								standards.",False,,False,,
WGS84,"The World Geodetic System (WGS) defines a reference frame
								for the earth, for use in geodesy and navigation. The WGS84 uses the zero meridian as
								defined by the Bureau International de l'Heure.",False,,False,,
WhiteLight,"Photons with a wavelength in the visible range for
								humans.",False,,False,,
WhitePaper,"An authoritative report giving information or proposals
								on an issue.",False,,False,,
XML,"eXtensible Mark-up Language (XML). A structured format
								for representing information. See <http://www.w3.org/XML/>",True,XML,False,,
XRays,"Photons with a wavelength range: 0.001 <= x < 10
								nm.",False,,False,,
ZIP,"An open standard for compression which is a variation of
								the LZW method and was originally used in the PKZIP utility.",True,ZIP,False,,
